train sparse categorical crossentropy,train sparse categorical accuracy,val sparse categorical crossentropy,val sparse categorical accuracy,train learning rate
1.6966294050216675,0.39671874046325684,1.5056053400039673,0.5244455933570862,0.0010000000474974513
1.3948020935058594,0.5457812547683716,1.3312677145004272,0.5362903475761414,0.0010000000474974513
1.2646135091781616,0.5846562385559082,1.2400195598602295,0.5758568644523621,0.0010000000474974513
1.1682167053222656,0.6241562366485596,1.1163699626922607,0.639868974685669,0.0010000000474974513
1.0775227546691895,0.6475937366485596,1.0475434064865112,0.6496976017951965,0.0010000000474974513
1.0245730876922607,0.6564375162124634,1.0111291408538818,0.6502016186714172,0.0010000000474974513
0.9471288919448853,0.6670937538146973,0.9061306118965149,0.6582661271095276,0.0010000000474974513
0.890940248966217,0.6807187795639038,0.9330645799636841,0.6754032373428345,0.0010000000474974513
0.8578225374221802,0.7054062485694885,0.8518441319465637,0.7028729915618896,0.0010000000474974513
0.818415105342865,0.7162812352180481,0.8024159073829651,0.7177419066429138,0.0010000000474974513
0.7921013832092285,0.7253437638282776,0.7907267212867737,0.7217742204666138,0.0010000000474974513
0.7730319499969482,0.731124997138977,0.7705277800559998,0.7363911271095276,0.0010000000474974513
0.7540157437324524,0.7383124828338623,0.748961329460144,0.7368951439857483,0.0010000000474974513
0.747270941734314,0.7412499785423279,0.7962852120399475,0.7137096524238586,0.0010000000474974513
0.7390844225883484,0.7443125247955322,0.7300538420677185,0.7409273982048035,0.0010000000474974513
0.7182846665382385,0.7489062547683716,0.7052937746047974,0.7462197542190552,0.0010000000474974513
0.7077999711036682,0.7525937557220459,0.701849639415741,0.7487398982048035,0.0010000000474974513
0.6990084648132324,0.7547187209129333,0.7084229588508606,0.7431955933570862,0.0010000000474974513
0.6897343993186951,0.7571874856948853,0.6817767024040222,0.7489919066429138,0.0010000000474974513
0.6852381229400635,0.7557187676429749,0.6663388609886169,0.758568525314331,0.0010000000474974513
0.6702021956443787,0.7626562714576721,0.6977375149726868,0.7502520084381104,0.0010000000474974513
0.6630577445030212,0.764718770980835,0.6516357064247131,0.764868974685669,0.0010000000474974513
0.6652854681015015,0.7624687552452087,0.646237313747406,0.7608367204666138,0.0010000000474974513
0.6432138085365295,0.7696874737739563,0.6352767944335938,0.7686492204666138,0.0010000000474974513
0.6398797035217285,0.7716562747955322,0.6447219252586365,0.7615927457809448,0.0010000000474974513
0.6340083479881287,0.7746562361717224,0.6441510915756226,0.7668851017951965,0.0010000000474974513
0.6064950227737427,0.7831562757492065,0.6208615899085999,0.7762096524238586,0.00010000000474974513
0.6021379828453064,0.7855625152587891,0.6204066872596741,0.7759576439857483,0.00010000000474974513
0.6003689169883728,0.786062479019165,0.6191921234130859,0.7762096524238586,0.00010000000474974513
0.598929762840271,0.7868750095367432,0.6172671914100647,0.7792338728904724,0.00010000000474974513
0.5983011722564697,0.7870625257492065,0.6182556748390198,0.7769657373428345,0.00010000000474974513
0.5970317721366882,0.7875937223434448,0.6161363124847412,0.7797378897666931,0.00010000000474974513
0.5958759188652039,0.788937509059906,0.6148936152458191,0.7815020084381104,0.00010000000474974513
0.5940696001052856,0.7907500267028809,0.6150866746902466,0.7825101017951965,0.00010000000474974513
0.5933583378791809,0.7904687523841858,0.6164677739143372,0.7832661271095276,0.00010000000474974513
0.5907995700836182,0.7920312285423279,0.6137282848358154,0.7809979915618896,1.0000000656873453e-05
0.5900373458862305,0.7917812466621399,0.6134516596794128,0.7802419066429138,1.0000000656873453e-05
0.5898732542991638,0.7918124794960022,0.6132017970085144,0.7807459831237793,1.0000000656873453e-05
0.5897106528282166,0.7914999723434448,0.6130683422088623,0.7807459831237793,1.0000000656873453e-05
0.5896114110946655,0.7921249866485596,0.6132453680038452,0.7797378897666931,1.0000000656873453e-05
0.5894818305969238,0.7917187213897705,0.6129250526428223,0.7799898982048035,1.0000000656873453e-05
0.5893811583518982,0.7919999957084656,0.6128306984901428,0.7815020084381104,1.0000000656873453e-05
0.5892666578292847,0.7925312519073486,0.6127966046333313,0.782006025314331,1.0000000656873453e-05
0.5892468690872192,0.7921562790870667,0.6127535104751587,0.7827621102333069,1.0000000656873453e-05
0.589026927947998,0.7923437356948853,0.6130090355873108,0.7835181355476379,1.0000000656873453e-05
0.5887536406517029,0.792843759059906,0.6125962138175964,0.7822580933570862,1.0000001111620804e-06
0.588562548160553,0.7926874756813049,0.6124913692474365,0.7817540168762207,1.0000001111620804e-06
0.5885381698608398,0.7923437356948853,0.6124716401100159,0.7815020084381104,1.0000001111620804e-06
0.5885265469551086,0.7924062609672546,0.612464427947998,0.7815020084381104,1.0000001111620804e-06
0.5884686708450317,0.7924062609672546,0.6124637126922607,0.7815020084381104,1.000000082740371e-07
0.5884687900543213,0.7924374938011169,0.6124627590179443,0.7815020084381104,1.000000082740371e-07
0.5884636640548706,0.7924687266349792,0.6124623417854309,0.7815020084381104,1.000000082740371e-08
