train sparse categorical crossentropy,train sparse categorical accuracy,val sparse categorical crossentropy,val sparse categorical accuracy,train learning rate
0.7897259593009949,0.7192812561988831,0.5625504851341248,0.7996471524238586,0.0010000000474974513
0.47816362977027893,0.8353437781333923,0.40576493740081787,0.8621471524238586,0.0010000000474974513
0.3723861277103424,0.8740000128746033,0.3516862094402313,0.883568525314331,0.0010000000474974513
0.3227110803127289,0.8907187581062317,0.33413681387901306,0.8883568644523621,0.0010000000474974513
0.2936302423477173,0.8999999761581421,0.3010895252227783,0.8986895084381104,0.0010000000474974513
0.2670662999153137,0.9098437428474426,0.2628905475139618,0.9077621102333069,0.0010000000474974513
0.2508472502231598,0.9143750071525574,0.2409048080444336,0.9175907373428345,0.0010000000474974513
0.23816591501235962,0.9179999828338623,0.2479969710111618,0.9135584831237793,0.0010000000474974513
0.22246739268302917,0.9244375228881836,0.22603848576545715,0.9233871102333069,0.0010000000474974513
0.2110348343849182,0.9268749952316284,0.21412011981010437,0.9294354915618896,0.0010000000474974513
0.20497533679008484,0.9292187690734863,0.23127272725105286,0.9198588728904724,0.0010000000474974513
0.1943148672580719,0.9325624704360962,0.22951236367225647,0.9175907373428345,0.0010000000474974513
0.15251760184764862,0.948437511920929,0.17561931908130646,0.9427923560142517,0.00010000000474974513
0.14485570788383484,0.9497187733650208,0.17604349553585052,0.9430443644523621,0.00010000000474974513
0.14230607450008392,0.9502500295639038,0.1733173280954361,0.9420362710952759,0.00010000000474974513
0.14011920988559723,0.9514999985694885,0.17277976870536804,0.9410282373428345,0.00010000000474974513
0.13815651834011078,0.952343761920929,0.16748034954071045,0.9438003897666931,0.00010000000474974513
0.1354338824748993,0.953125,0.16719911992549896,0.9430443644523621,0.00010000000474974513
0.13434840738773346,0.954031229019165,0.16928212344646454,0.9422882795333862,0.00010000000474974513
0.13252972066402435,0.9539687633514404,0.167721226811409,0.9425403475761414,0.00010000000474974513
0.1265837401151657,0.9564375281333923,0.1652790606021881,0.9450604915618896,1.0000000656873453e-05
0.12564048171043396,0.9566249847412109,0.16447851061820984,0.9458165168762207,1.0000000656873453e-05
0.12533660233020782,0.9567187428474426,0.16501104831695557,0.9463205933570862,1.0000000656873453e-05
0.12505531311035156,0.9567187428474426,0.16479404270648956,0.946068525314331,1.0000000656873453e-05
0.12425379455089569,0.956781268119812,0.16455896198749542,0.9455645084381104,1.0000001111620804e-06
0.12420015782117844,0.9568750262260437,0.16445285081863403,0.9455645084381104,1.0000001111620804e-06
0.1241028904914856,0.9568750262260437,0.16444836556911469,0.9455645084381104,1.000000082740371e-07
