train mean squared error,val mean squared error,train learning rate
4.652657508850098,3.0095388889312744,0.0010000000474974513
2.6114442348480225,2.468008041381836,0.0010000000474974513
2.2856674194335938,2.2294046878814697,0.0010000000474974513
2.086827039718628,2.0443942546844482,0.0010000000474974513
1.9470455646514893,1.9427295923233032,0.0010000000474974513
1.849233865737915,1.8750154972076416,0.0010000000474974513
1.7648345232009888,1.7962864637374878,0.0010000000474974513
1.7005958557128906,1.771380066871643,0.0010000000474974513
1.6454843282699585,1.709627389907837,0.0010000000474974513
1.624802827835083,1.6756709814071655,0.0010000000474974513
1.5870493650436401,1.6399986743927002,0.0010000000474974513
1.5205988883972168,1.6068384647369385,0.0010000000474974513
1.497056007385254,1.585929036140442,0.0010000000474974513
1.4682914018630981,1.5714960098266602,0.0010000000474974513
1.4604318141937256,1.6071797609329224,0.0010000000474974513
1.4378777742385864,1.5367134809494019,0.0010000000474974513
1.4048675298690796,1.5391595363616943,0.0010000000474974513
1.398218035697937,1.502844214439392,0.0010000000474974513
1.4305551052093506,1.529125690460205,0.0010000000474974513
1.3846092224121094,1.4895679950714111,0.0010000000474974513
1.3429515361785889,1.4979002475738525,0.0010000000474974513
1.321738600730896,1.459121823310852,0.0010000000474974513
1.3238197565078735,1.469548225402832,0.0010000000474974513
1.293152928352356,1.4382562637329102,0.0010000000474974513
1.2811119556427002,1.4225417375564575,0.0010000000474974513
1.2701973915100098,1.4203559160232544,0.0010000000474974513
1.2542170286178589,1.411670207977295,0.0010000000474974513
1.2415544986724854,1.4060680866241455,0.0010000000474974513
1.240370750427246,1.4301892518997192,0.0010000000474974513
1.2171580791473389,1.431221842765808,0.0010000000474974513
1.178107500076294,1.356135368347168,0.00010000000474974513
1.157017707824707,1.351271629333496,0.00010000000474974513
1.1523598432540894,1.3482292890548706,0.00010000000474974513
1.148502230644226,1.3459488153457642,0.00010000000474974513
1.1460505723953247,1.3434158563613892,0.00010000000474974513
1.1477762460708618,1.3457591533660889,0.00010000000474974513
1.1429624557495117,1.341260313987732,0.00010000000474974513
1.1396352052688599,1.3396772146224976,0.00010000000474974513
1.1378304958343506,1.3393932580947876,0.00010000000474974513
1.135947585105896,1.3388864994049072,0.00010000000474974513
1.1339304447174072,1.3368165493011475,0.00010000000474974513
1.132604956626892,1.3371000289916992,0.00010000000474974513
1.1317142248153687,1.3379632234573364,0.00010000000474974513
1.124828815460205,1.333931565284729,1.0000000656873453e-05
1.1237388849258423,1.3340630531311035,1.0000000656873453e-05
1.1232160329818726,1.3334466218948364,1.0000000656873453e-05
1.1227939128875732,1.3336371183395386,1.0000000656873453e-05
1.1224981546401978,1.3340773582458496,1.0000000656873453e-05
1.1215256452560425,1.3340060710906982,1.0000001111620804e-06
1.1214708089828491,1.3337996006011963,1.0000001111620804e-06
1.1213089227676392,1.3338899612426758,1.000000082740371e-07
