train mean squared error,val mean squared error,train learning rate
4.660702228546143,3.1363162994384766,0.0010000000474974513
2.810560941696167,2.587387800216675,0.0010000000474974513
2.427854537963867,2.3371481895446777,0.0010000000474974513
2.2093677520751953,2.158416748046875,0.0010000000474974513
2.046640396118164,2.0382184982299805,0.0010000000474974513
1.9074124097824097,1.8828221559524536,0.0010000000474974513
1.786330223083496,1.8159011602401733,0.0010000000474974513
1.6861463785171509,1.6952399015426636,0.0010000000474974513
1.6065242290496826,1.6351237297058105,0.0010000000474974513
1.5465977191925049,1.567761778831482,0.0010000000474974513
1.4860482215881348,1.5322729349136353,0.0010000000474974513
1.4407069683074951,1.5201466083526611,0.0010000000474974513
1.403503656387329,1.479369044303894,0.0010000000474974513
1.371978521347046,1.4456939697265625,0.0010000000474974513
1.3326541185379028,1.4390524625778198,0.0010000000474974513
1.3062795400619507,1.3931090831756592,0.0010000000474974513
1.2758969068527222,1.387467384338379,0.0010000000474974513
1.258782982826233,1.376459002494812,0.0010000000474974513
1.2327324151992798,1.3511420488357544,0.0010000000474974513
1.2146542072296143,1.3471922874450684,0.0010000000474974513
1.1971361637115479,1.3427766561508179,0.0010000000474974513
1.1875529289245605,1.3071999549865723,0.0010000000474974513
1.1649562120437622,1.3064295053482056,0.0010000000474974513
1.1481120586395264,1.2876697778701782,0.0010000000474974513
1.1314339637756348,1.277830958366394,0.0010000000474974513
1.1202924251556396,1.3026806116104126,0.0010000000474974513
1.1106666326522827,1.2494736909866333,0.0010000000474974513
1.0947304964065552,1.2686086893081665,0.0010000000474974513
1.0847172737121582,1.2573950290679932,0.0010000000474974513
1.0051788091659546,1.2059921026229858,0.00010000000474974513
0.9907532930374146,1.2060136795043945,0.00010000000474974513
0.9864590167999268,1.2033566236495972,0.00010000000474974513
0.9838159680366516,1.2037699222564697,0.00010000000474974513
0.9809269309043884,1.201353907585144,0.00010000000474974513
0.9791279435157776,1.2062807083129883,0.00010000000474974513
0.9767911434173584,1.202824354171753,0.00010000000474974513
0.9660122394561768,1.1980583667755127,1.0000000656873453e-05
0.9646762609481812,1.1982243061065674,1.0000000656873453e-05
0.9643240571022034,1.1982214450836182,1.0000000656873453e-05
0.9629369378089905,1.1980371475219727,1.0000001111620804e-06
0.9628586173057556,1.1978942155838013,1.0000001111620804e-06
0.9627849459648132,1.197798490524292,1.0000001111620804e-06
0.9627570509910583,1.197758436203003,1.0000001111620804e-06
0.9627197980880737,1.1977314949035645,1.0000001111620804e-06
0.9626885652542114,1.1977185010910034,1.0000001111620804e-06
0.9625227451324463,1.1977155208587646,1.000000082740371e-07
0.9625203609466553,1.1977101564407349,1.000000082740371e-07
0.9625033140182495,1.1977099180221558,1.000000082740371e-08
