train sparse categorical crossentropy,train sparse categorical accuracy,val sparse categorical crossentropy,val sparse categorical accuracy,train learning rate
2.309906244277954,0.09828124940395355,2.303823232650757,0.10282257944345474,0.0010000000474974513
2.3069400787353516,0.09984374791383743,2.3067870140075684,0.09400201588869095,0.0010000000474974513
2.3063182830810547,0.09781250357627869,2.304678440093994,0.10383064299821854,0.0010000000474974513
2.3033487796783447,0.09953124821186066,2.303004741668701,0.09879032522439957,0.00010000000474974513
2.3028182983398438,0.10246875137090683,2.3030741214752197,0.09400201588869095,0.00010000000474974513
2.3027544021606445,0.10137499868869781,2.302706003189087,0.10307459533214569,0.00010000000474974513
2.303013324737549,0.09859374910593033,2.3030619621276855,0.09879032522439957,0.00010000000474974513
2.3029205799102783,0.10265625268220901,2.3028464317321777,0.10307459533214569,0.00010000000474974513
2.302633762359619,0.09906250238418579,2.3028409481048584,0.10307459533214569,1.0000000656873453e-05
2.3025264739990234,0.10271874815225601,2.302842140197754,0.09879032522439957,1.0000000656873453e-05
2.3024351596832275,0.10384374856948853,2.3028457164764404,0.09879032522439957,1.0000001111620804e-06
