train mean squared error,val mean squared error,train learning rate
0.1818190962076187,0.16633769869804382,0.0010000000474974513
0.16928264498710632,0.166172057390213,0.0010000000474974513
0.16894526779651642,0.17693869769573212,0.0010000000474974513
0.16827327013015747,0.1663345992565155,0.0010000000474974513
0.16678039729595184,0.16611367464065552,0.00010000000474974513
0.1664905548095703,0.16649146378040314,0.00010000000474974513
0.16639184951782227,0.1660069078207016,1.0000000656873453e-05
0.16637809574604034,0.16592389345169067,1.0000000656873453e-05
0.1663435399532318,0.16594447195529938,1.0000000656873453e-05
0.16630657017230988,0.1659257560968399,1.0000001111620804e-06
0.16630499064922333,0.16592226922512054,1.0000001111620804e-06
0.16629913449287415,0.16592411696910858,1.000000082740371e-07
