train mean squared error,val mean squared error,train learning rate
0.20011039078235626,0.11412477493286133,0.0010000000474974513
0.08486129343509674,0.060726165771484375,0.0010000000474974513
0.05536274611949921,0.047112103551626205,0.0010000000474974513
0.04836680740118027,0.04307715967297554,0.0010000000474974513
0.04567171633243561,0.04036249965429306,0.0010000000474974513
0.04188001900911331,0.0369439423084259,0.0010000000474974513
0.04004555195569992,0.03881893306970596,0.0010000000474974513
0.03335551917552948,0.02623838186264038,0.0010000000474974513
0.027011830359697342,0.020562749356031418,0.0010000000474974513
0.021945761516690254,0.042771220207214355,0.0010000000474974513
0.016561714932322502,0.012250230647623539,0.0010000000474974513
0.013550015166401863,0.01668461784720421,0.0010000000474974513
0.012116879224777222,0.009485980495810509,0.0010000000474974513
0.011792750097811222,0.00928269512951374,0.0010000000474974513
0.04219955578446388,0.008679378777742386,0.0010000000474974513
0.009012042544782162,0.008115611039102077,0.0010000000474974513
0.0072938078083097935,0.0056851631961762905,0.0010000000474974513
0.006764871533960104,0.005674248561263084,0.0010000000474974513
0.0060295239090919495,0.004364610183984041,0.0010000000474974513
0.005718921311199665,0.004097666125744581,0.0010000000474974513
0.0050911144353449345,0.0046812864020466805,0.0010000000474974513
0.005098915658891201,0.004709229804575443,0.0010000000474974513
0.003914363216608763,0.003284118603914976,0.00010000000474974513
0.0038370504043996334,0.0033682577777653933,0.00010000000474974513
0.0037881045136600733,0.003136108862236142,0.00010000000474974513
0.00377339543774724,0.0030944678001105785,0.00010000000474974513
0.0037301103584468365,0.0030720399226993322,0.00010000000474974513
0.003633048152551055,0.0030675348825752735,1.0000000656873453e-05
0.003625694662332535,0.00303437071852386,1.0000000656873453e-05
0.0036184540949761868,0.0030271413270384073,1.0000000656873453e-05
0.00361676630564034,0.003027522936463356,1.0000000656873453e-05
0.0036027824971824884,0.003013863228261471,1.0000001111620804e-06
0.0036013536155223846,0.003012231318280101,1.0000001111620804e-06
0.0035993957426398993,0.003012367058545351,1.000000082740371e-07
